Branch,Bill No,Bill_date,Maker,Category,Product,Design,Sub_Design,Size,Pcs,Gwt(Grams),Sales_Value,Age,Employee,Purchase Value,Weight Min,Weight Max,Profit Margin %,Revenue Per Gram,Product Performance
CNI,GL-00630,2024-05-02,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.27,5348.75,691.0,ZINIYA,5085.0,5.0,6.0,4.931058658565085,19810.185185185182,Slow Moving
CNI,GL-00670,2024-05-03,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.13,7164.71,693.0,SELCIYA DEVI,4393.0,5.0,6.0,38.685585320271166,55113.153846153844,Slow Moving
MDU,GL-00996,2024-05-03,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.13,4549.88,249.0,RAGURAM,4386.0,5.0,6.0,3.601853235689735,34999.07692307692,Slow Moving
MDU,GL-01050,2024-05-03,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.37,6249.57,249.0,KAVITHA,5560.0,5.0,6.0,11.033879130884202,16890.72972972973,Slow Moving
CNI,GL-00769,2024-05-03,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.3,5600.3,495.0,SHANMUGANATHAN,5217.0,5.0,6.0,6.8442761994893155,18667.666666666668,Slow Moving
MDU,GL-01093,2024-05-03,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.16,4749.58,688.0,ESAKKIAMMAL,4551.0,5.0,6.0,4.181001267480491,29684.875,Slow Moving
CNI,GL-00826,2024-05-04,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.41,6314.72,496.0,MUTHUMATHI,5755.0,5.0,6.0,8.863734259001195,15401.756097560978,Slow Moving
CBT,GL-00412,2024-05-05,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.32,5685.16,251.0,RAJAPRABHU,5315.0,5.0,6.0,6.510986498181228,17766.125,Slow Moving
CBT,GL-00430,2024-05-06,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.2,5150.42,252.0,RAJAPRABHU,4728.0,5.0,6.0,8.20166122374486,25752.1,Slow Moving
CNI,GL-00854,2024-05-06,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.14,4700.08,696.0,ARUN PANDIAN,4442.0,5.0,6.0,5.4909703664618466,33571.99999999999,Slow Moving
MDU,GL-01247,2024-05-08,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,1.2,10871.08,692.0,SILAMBARASAN,9760.0,5.0,6.0,10.220511669493739,9059.233333333334,Slow Moving
MDU,GL-01299,2024-05-10,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.33,5749.89,98.0,RAGURAM,5364.0,5.0,6.0,6.711258824081858,17423.909090909092,Slow Moving
MDU,GL-01432,2024-05-14,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.13,4750.25,699.0,RAVIKUMAR,4401.0,5.0,6.0,7.352244618704279,36540.38461538462,Slow Moving
MDU,GL-01500,2024-05-15,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.14,4603.13,701.0,RAVIKUMAR,4451.0,5.0,6.0,3.30492512703313,32879.5,Slow Moving
CNI,GL-01084,2024-05-16,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.16,4750.19,705.0,SHANMUGANATHAN,4541.0,5.0,6.0,4.40382384704611,29688.687499999996,Slow Moving
CNI,GL-01129,2024-05-17,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.14,4659.49,707.0,RAMANATHAN,4442.0,5.0,6.0,4.66767822229471,33282.07142857142,Slow Moving
MDU,GL-01575,2024-05-18,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.38,6050.05,264.0,RAGURAM,5609.0,5.0,6.0,7.290022396509123,15921.184210526317,Slow Moving
CNI,GL-01151,2024-05-18,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.25,5404.31,707.0,GOWTHAM,4986.0,5.0,6.0,7.740303572518978,21617.24,Slow Moving
MDU,GL-01667,2024-05-20,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.29,5433.58,266.0,RAMAMOORTHY,5168.0,5.0,6.0,4.887753562108222,18736.482758620692,Slow Moving
CBT,GL-00601,2024-05-20,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.15,4750.47,706.0,THANGARAJ,4501.0,5.0,6.0,5.251480379836106,31669.800000000003,Slow Moving
CNI,GL-01191,2024-05-20,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.12,4805.96,709.0,GOWTHAM,4343.0,5.0,6.0,9.633038976604052,40049.66666666667,Slow Moving
MDU,GL-01797,2024-05-23,U_116,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.41,6058.26,121.0,RAGURAM,5723.0,5.0,6.0,5.533932185148874,14776.243902439026,Slow Moving
MDU,GL-01822,2024-05-24,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.48,6549.78,270.0,RAMAMOORTHY,6098.0,5.0,6.0,6.897636256484947,13645.375,Slow Moving
MDU,GL-01892,2024-05-26,U_116,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.41,6249.7,124.0,RAGURAM,5723.0,5.0,6.0,8.427604525017198,15243.170731707318,Slow Moving
CNI,GL-01422,2024-05-28,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.16,4753.65,274.0,VISHNU VARTHAN,4533.0,5.0,6.0,4.641696380675894,29710.312499999996,Slow Moving
CBT,GL-00727,2024-05-29,Q_41,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.35,5845.46,715.0,RAJAPRABHU,5503.0,5.0,6.0,5.85856374006494,16701.31428571429,Slow Moving
CNI,GL-01453,2024-05-29,U_116,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.41,6352.34,127.0,ARUN PANDIAN,5723.0,5.0,6.0,9.907215293891703,15493.512195121952,Slow Moving
CNI,GL-01466,2024-05-30,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.35,6050.32,522.0,ARUN KUMAR,5461.0,5.0,6.0,9.740311256264127,17286.628571428573,Slow Moving
CNI,GL-01467,2024-05-30,V_69,22KT,GO_BESARI,GEMSTONE,STO B,,1.0,0.16,4953.83,276.0,ARUN PANDIAN,4533.0,5.0,6.0,8.49504322917823,30961.4375,Slow Moving
MDU,GL-01181,2024-05-06,Q_41,22KT,GO_BESARI,COIMBATORE,STO B,,1.0,0.13,4550.25,692.0,RAVIKUMAR,4401.0,5.0,6.0,3.2800395582660293,35001.92307692308,Slow Moving
MDU,GL-01266,2024-05-09,V_69,22KT,GO_BESARI,COIMBATORE,STO B,,1.0,0.3,5667.91,255.0,RAGURAM,5217.0,5.0,6.0,7.955489766068973,18893.033333333333,Slow Moving
MDU,GL-02217,2024-06-05,B,22KT,G CHAIN,MACHINE MADE,3 BAL BS,24.0,1.0,23.74,128749.61,49.0,KARMEGAM,128193.68,20.0,24.0,0.4317915992133938,5423.3197135636065,Slow Moving
CNI,GL-01854,2024-06-16,A,22KT,G CHAIN,MACHINE MADE,3 BAL BS,24.0,1.0,31.87,169749.62,117.0,GOWTHAM,3750.0,28.0,32.0,97.79086397954822,5326.313774709758,Slow Moving
CBT,GL-00771,2024-06-01,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,24.0,1.0,46.65,252749.6,175.0,RAVIKUMAR,3750.0,44.0,48.0,98.51631812671513,5417.9978563772775,Slow Moving
CBT,GL-00835,2024-06-06,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,24.0,1.0,38.85,211333.03,51.0,RAVIKUMAR,205554.12,36.0,40.0,2.7345039249188843,5439.7176319176315,Slow Moving
MDU,GL-02324,2024-06-08,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,24.0,1.0,39.44,214428.07,35.0,KANNAN,3750.0,36.0,40.0,98.25116179985204,5436.8171906693715,Slow Moving
MDU,GL-02326,2024-06-08,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,24.0,1.0,23.7,115750.16,56.0,RAMAMOORTHY,124494.39,20.0,24.0,-7.5543999248035565,4883.972995780591,Slow Moving
CNI,GL-01743,2024-06-10,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,24.0,1.0,24.08,131047.5,70.0,GOWTHAM,123376.7,20.0,24.0,5.853450084892884,5442.1719269103,Slow Moving
CNI,GL-01803,2024-06-12,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,24.0,1.0,39.71,214649.53,9.0,RAJAPRIYA,199048.17,36.0,40.0,7.2682945077960275,5405.42760010073,Fast Moving
MDU,GL-02532,2024-06-14,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,24.0,1.0,39.16,213350.46,59.0,RAGURAM,204583.28,36.0,40.0,4.1092857264052745,5448.173135852911,Slow Moving
MDU,GL-02559,2024-06-14,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,24.0,1.0,24.13,131549.67,74.0,RAMAMOORTHY,123626.42,20.0,24.0,6.02301016794646,5451.706174886035,Slow Moving
CBT,GL-00998,2024-06-18,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,24.0,1.0,15.98,88449.72,78.0,RAVIKUMAR,3750.0,14.0,16.0,95.76030314171713,5535.026282853567,Slow Moving
MDU,GL-02752,2024-06-21,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,26.0,1.0,31.57,174750.34,38.0,RAMAMOORTHY,157145.31,28.0,32.0,10.074389554835772,5535.329109914475,Slow Moving
CBT,GL-01037,2024-06-22,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,24.0,1.0,23.58,128749.72,50.0,ELACKIYA,119673.13,20.0,24.0,7.049793972367471,5460.123833757422,Slow Moving
CNI,GL-02007,2024-06-26,A,22KT,G CHAIN,MACHINE MADE,3 BAL KS,24.0,1.0,39.66,209649.55,23.0,GOWTHAM,201504.58,36.0,40.0,3.8850405355031774,5286.171205244579,Fast Moving
CBT,GL-00839,2024-06-06,A,22KT,G CHAIN,MACHINE MADE,3 BAL K,24.0,1.0,40.28,216750.04,304.0,ELACKIYA,174965.0,36.0,40.0,19.277984908330353,5381.083416087388,Slow Moving
CBT,GL-00878,2024-06-09,A,22KT,G CHAIN,MACHINE MADE,3 BAL K,24.0,1.0,32.26,172649.82,246.0,RAJAPRABHU,148299.0,28.0,32.0,14.104167615118282,5351.823310601364,Slow Moving
MDU,GL-02427,2024-06-11,A,22KT,G CHAIN,MACHINE MADE,3 BAL K,24.0,1.0,32.14,173750.14,71.0,MANOJ KUMAR,163416.97,28.0,32.0,5.947143409495965,5406.0404480398265,Slow Moving
CNI,GL-01804,2024-06-12,B,22KT,G CHAIN,MACHINE MADE,3 BAL K,24.0,1.0,24.16,130219.68,6.0,RAJAPRIYA,122912.25,20.0,24.0,5.611617230206673,5389.887417218542,Fast Moving
CNI,GL-01827,2024-06-14,B,22KT,G CHAIN,MACHINE MADE,3 BAL K,24.0,1.0,24.28,130484.48,8.0,GOWTHAM,123503.05,20.0,24.0,5.350391096320416,5374.1548599670505,Fast Moving
CNI,GL-01869,2024-06-18,B,22KT,G CHAIN,MACHINE MADE,3 BAL K,24.0,1.0,39.55,206993.86,12.0,GOWTHAM,202512.0,36.0,40.0,2.1652139826756147,5233.725916561315,Fast Moving
CNI,GL-01885,2024-06-19,J_58,22KT,G CHAIN,MACHINE MADE,3 BAL K,24.0,1.0,24.15,129950.02,125.0,RAJAPRIYA,3750.0,20.0,24.0,97.11427516517504,5380.953209109732,Slow Moving
MDU,GL-02982,2024-06-29,A,22KT,G CHAIN,MACHINE MADE,3 BAL K,24.0,1.0,32.26,169750.32,13.0,RAMAMOORTHY,3750.0,28.0,32.0,97.79087308937032,5261.9442033478,Fast Moving
MDU,GL-02086,2024-06-01,A,22KT,G CHAIN,MACHINE MADE,MC 4,18.0,1.0,16.0,91249.68,62.0,LALITHA,3750.0,14.0,16.0,95.89039654714405,5703.105,Slow Moving
MDU,GL-02112,2024-06-02,A,22KT,G CHAIN,MACHINE MADE,MC 4,25.0,1.0,24.15,140616.29,24.0,YUGESH MOULI,123681.06,20.0,24.0,12.04357617456698,5822.620703933748,Fast Moving
MDU,GL-02324,2024-06-08,A,22KT,G CHAIN,MACHINE MADE,MC 4,24.0,1.0,15.9,88086.22,184.0,KANNAN,3750.0,14.0,16.0,95.7428074447967,5540.013836477988,Slow Moving
MDU,GL-02402,2024-06-10,A,22KT,G CHAIN,MACHINE MADE,MC 4,18.0,1.0,15.96,88959.92,71.0,RAMAMOORTHY,3750.0,14.0,16.0,95.78461851134759,5573.929824561403,Slow Moving
MDU,GL-02412,2024-06-11,A,22KT,G CHAIN,MACHINE MADE,MC 4,24.0,1.0,39.85,218505.34,112.0,RAMAMOORTHY,3750.0,36.0,40.0,98.28379480336727,5483.19548306148,Slow Moving
CNI,GL-01793,2024-06-12,A,22KT,G CHAIN,MACHINE MADE,MC 4,18.0,1.0,15.95,89692.86,73.0,GOWTHAM,3750.0,14.0,16.0,95.81906519649391,5623.376802507837,Slow Moving
CNI,GL-01859,2024-06-17,A,22KT,G CHAIN,MACHINE MADE,MC 4,18.0,1.0,15.85,86786.36,78.0,RAJAPRIYA,3750.0,14.0,16.0,95.6790444950105,5475.480126182965,Slow Moving
MDU,GL-02644,2024-06-17,A,22KT,G CHAIN,MACHINE MADE,MC 4,18.0,1.0,10.04,57500.37,187.0,RAMAMOORTHY,3750.0,8.0,10.0,93.4783028352687,5727.128486055778,Slow Moving
MDU,GL-02826,2024-06-23,A,22KT,G CHAIN,MACHINE MADE,MC 4,18.0,1.0,12.17,66952.7,20.0,KANNAN,63282.57,10.0,12.0,5.48167586968113,5501.454396055875,Fast Moving
CBT,GL-00782,2024-06-02,A,22KT,G CHAIN,MACHINE MADE,MC BO,24.0,1.0,23.9,130249.89,62.0,ELACKIYA,123116.35,20.0,24.0,5.476810767364175,5449.786192468619,Slow Moving
CNI,GL-01590,2024-06-04,A,22KT,G CHAIN,MACHINE MADE,MC BO,18.0,1.0,16.16,88565.17,137.0,KARTHICK,78458.0,14.0,16.0,11.412127363386757,5480.517945544554,Slow Moving
CNI,GL-01652,2024-06-06,A,22KT,G CHAIN,MACHINE MADE,MC BO,18.0,1.0,11.74,65117.66,70.0,SANGEETHA,62902.96,10.0,12.0,3.401074301502855,5546.649063032368,Slow Moving
CNI,GL-01727,2024-06-10,A,22KT,G CHAIN,MACHINE MADE,MC BO,18.0,1.0,11.79,65681.86,74.0,GOWTHAM,63154.88,10.0,12.0,3.8473027408176366,5570.980491942324,Slow Moving
CNI,GL-01733,2024-06-10,A,22KT,G CHAIN,MACHINE MADE,MC BO,24.0,1.0,15.58,88142.76,1.0,RAJAPRIYA,81125.54,14.0,16.0,7.961198401320768,5657.430038510911,Fast Moving
CBT,GL-00917,2024-06-11,A,22KT,G CHAIN,MACHINE MADE,MC BO,18.0,1.0,11.9,66120.49,75.0,RAVIKUMAR,63706.96,10.0,12.0,3.6501998094690555,5556.343697478992,Slow Moving
CNI,GL-01770,2024-06-11,A,22KT,G CHAIN,MACHINE MADE,MC BO,18.0,1.0,24.06,130338.63,2.0,RAJAPRIYA,123239.6,20.0,24.0,5.4466047402830595,5417.233167082295,Fast Moving
CNI,GL-01807,2024-06-12,A,22KT,G CHAIN,MACHINE MADE,MC BO,18.0,1.0,12.7,71399.87,3.0,GOWTHAM,66823.35,12.0,14.0,6.409703547079274,5622.037007874016,Fast Moving
MDU,GL-02490,2024-06-12,A,22KT,G CHAIN,MACHINE MADE,MC BO,18.0,1.0,12.23,61150.1,3.0,LALITHA,64488.08,10.0,12.0,-5.458666461706527,5000.008176614881,Fast Moving
MDU,GL-02595,2024-06-16,E,22KT,G CHAIN,MACHINE MADE,MC BO,30.0,1.0,32.11,170354.26,12.0,KARTHICK,3750.0,28.0,32.0,97.79870488709822,5305.3335409529745,Fast Moving
CNI,GL-01849,2024-06-16,A,22KT,G CHAIN,MACHINE MADE,MC BO,24.0,1.0,15.09,82556.86,76.0,ZINIYA,80562.93,14.0,16.0,2.415220249413565,5470.9648774022535,Slow Moving
MDU,GL-02741,2024-06-20,A,22KT,G CHAIN,MACHINE MADE,MC BO,18.0,1.0,12.21,68219.92,11.0,LALITHA,64387.7,10.0,12.0,5.617450152389509,5587.217035217035,Fast Moving
MDU,GL-02850,2024-06-24,A,22KT,G CHAIN,MACHINE MADE,MC BO,24.0,1.0,13.39,78335.7,15.0,LALITHA,81474.24,14.0,16.0,-4.006525760285551,5850.313666915608,Fast Moving
CNI,GL-01516,2024-06-02,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,8.18,46750.42,110.0,GOWTHAM,43296.0,6.0,8.0,7.389067306774995,5715.2102689486555,Slow Moving
CNI,GL-01522,2024-06-02,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,8.07,45950.08,541.0,GOWTHAM,43803.0,6.0,8.0,4.672636043288721,5693.938042131351,Slow Moving
CNI,GL-01528,2024-06-02,D,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,4.21,27800.99,52.0,MANIKANDAN,24882.38,2.0,4.0,10.498223264711077,6603.5605700712595,Slow Moving
CNI,GL-01541,2024-06-02,D,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,3.68,23350.18,52.0,RAJAPRIYA,22224.73,2.0,4.0,4.819877191524865,6345.157608695652,Slow Moving
MDU,GL-02112,2024-06-02,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,12.12,73167.54,172.0,YUGESH MOULI,3750.0,10.0,12.0,94.87477643774821,6036.925742574257,Slow Moving
MDU,GL-02144,2024-06-03,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,8.1,46949.57,64.0,RAMAMOORTHY,3750.0,6.0,8.0,92.01270639965394,5796.243209876543,Slow Moving
CBT,GL-00814,2024-06-04,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,8.03,46058.83,45.0,RAVIKUMAR,45085.38,6.0,8.0,2.1134926788196844,5735.844333748444,Slow Moving
MDU,GL-02395,2024-06-10,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,11.71,65249.59,1125.0,RAMAMOORTHY,3750.0,10.0,12.0,94.25283745077938,5572.125533731853,Slow Moving
CBT,GL-00936,2024-06-13,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,8.06,46350.39,109.0,RAJAPRABHU,3750.0,6.0,8.0,91.90945318906701,5750.668734491314,Slow Moving
CNI,GL-01817,2024-06-13,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,16.25,94893.19,74.0,SANGEETHA,3750.0,14.0,16.0,96.04818849487513,5839.580923076923,Slow Moving
MDU,GL-02555,2024-06-14,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,4.08,25137.82,55.0,RAMAMOORTHY,24749.79,2.0,4.0,1.543610384671379,6161.230392156863,Slow Moving
CBT,GL-00977,2024-06-16,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,7.94,45660.22,77.0,RAJAPRABHU,3750.0,6.0,8.0,91.78716177889638,5750.657430730478,Slow Moving
CNI,GL-01879,2024-06-19,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,8.08,47236.92,436.0,ARUNACHALAM,40439.0,6.0,8.0,14.391116101557847,5846.153465346534,Slow Moving
MDU,GL-02807,2024-06-23,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,7.62,43991.92,119.0,RAMAMOORTHY,3750.0,6.0,8.0,91.47570735716923,5773.217847769029,Slow Moving
MDU,GL-02833,2024-06-24,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,8.0,46961.87,120.0,YUGESH MOULI,3750.0,6.0,8.0,92.01479838856503,5870.23375,Slow Moving
CNI,GL-01965,2024-06-24,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,8.1,46079.33,85.0,RAJAPRIYA,3750.0,6.0,8.0,91.86186083868841,5688.806172839507,Slow Moving
CNI,GL-02032,2024-06-27,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,8.09,46250.35,88.0,ARUNACHALAM,3750.0,6.0,8.0,91.89195325008352,5716.977750309024,Slow Moving
MDU,GL-03032,2024-06-30,A,22KT,G CHAIN,MACHINE MADE,MC CH,18.0,1.0,8.05,46586.67,126.0,LALITHA,3750.0,6.0,8.0,91.95048712432119,5787.163975155278,Slow Moving
CNI,GL-01520,2024-06-02,E,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,6.22,35950.04,1219.0,RAJAPRIYA,3750.0,4.0,6.0,89.56885722519363,5779.74919614148,Slow Moving
CNI,GL-01620,2024-06-05,A,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,10.05,56073.8,113.0,RAJAPRIYA,52336.0,8.0,10.0,6.665858208289794,5579.482587064676,Slow Moving
CNI,GL-01681,2024-06-08,A,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,11.9,62661.56,411.0,GOWTHAM,59168.0,10.0,12.0,5.575284113577762,5265.6773109243695,Slow Moving
CBT,GL-00915,2024-06-11,A,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,4.08,26249.7,56.0,RAVIKUMAR,24560.09,2.0,4.0,6.436683085901936,6433.75,Slow Moving
CNI,GL-01837,2024-06-15,A,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,16.18,91600.4,76.0,RAJAPRIYA,3750.0,14.0,16.0,95.9061314142733,5661.334981458591,Slow Moving
MDU,GL-02745,2024-06-21,A,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,4.04,25338.08,43.0,LALITHA,24373.14,2.0,4.0,3.8082601365217976,6271.80198019802,Slow Moving
CBT,GL-01050,2024-06-23,A,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,4.07,25850.1,45.0,RAJAPRABHU,24525.18,2.0,4.0,5.125396033284198,6351.37592137592,Slow Moving
CNI,GL-02006,2024-06-26,A,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,5.97,35155.99,257.0,RAJAPRIYA,30767.0,4.0,6.0,12.48433055078238,5888.77554438861,Slow Moving
CBT,GL-01096,2024-06-26,A,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,5.92,35049.59,71.0,RAJAPRABHU,33950.41,4.0,6.0,3.136070921229016,5920.538851351351,Slow Moving
MDU,GL-02968,2024-06-29,A,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,4.14,26549.79,46.0,RAMAMOORTHY,23757.18,2.0,4.0,10.518388281037252,6412.992753623189,Slow Moving
MDU,GL-03015,2024-06-30,A,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,4.07,24444.71,47.0,LALITHA,23419.4,2.0,4.0,4.194404433515462,6006.071253071253,Slow Moving
CNI,GL-02061,2024-06-30,A,22KT,G CHAIN,MACHINE MADE,MC DE,18.0,1.0,15.86,85219.83,433.0,MANIKANDAN,77609.0,14.0,16.0,8.93082044402107,5373.255359394704,Slow Moving
MDU,GL-02124,2024-06-03,N,22KT,G CHAIN,MACHINE MADE,MC FA,24.0,1.0,25.08,133144.01,177.0,SHANMUGANATHAN,3750.0,24.0,28.0,97.18350078234837,5308.772328548645,Slow Moving
CBT,GL-01043,2024-06-22,A,22KT,G CHAIN,MACHINE MADE,MC FA,24.0,1.0,24.92,135270.13,153.0,RAVIKUMAR,118956.0,24.0,28.0,12.060408310393436,5428.175361155698,Slow Moving
CBT,GL-00766,2024-06-01,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,5.94,36050.01,121.0,RAVIKUMAR,31156.0,4.0,6.0,13.57561343256216,6069.025252525253,Slow Moving
MDU,GL-02071,2024-06-01,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,16.0,85323.99,62.0,MANOJ KUMAR,3750.0,14.0,16.0,95.60498753047062,5332.749375,Slow Moving
MDU,GL-02074,2024-06-01,A,22KT,G CHAIN,MACHINE MADE,MC KA,25.0,1.0,31.97,169250.07,23.0,MANOJ KUMAR,162518.88,28.0,32.0,3.9770677790561635,5294.027838598687,Fast Moving
CBT,GL-00781,2024-06-02,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,5.96,35633.7,116.0,RAVIKUMAR,31248.0,4.0,6.0,12.307731164599796,5978.8087248322145,Slow Moving
CBT,GL-00790,2024-06-02,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,12.13,67379.87,66.0,RAVIKUMAR,64216.16,10.0,12.0,4.695334081232262,5554.812036273701,Slow Moving
MDU,GL-02165,2024-06-04,A,22KT,G CHAIN,MACHINE MADE,MC KA,24.0,1.0,31.46,173749.95,26.0,RAMAMOORTHY,162566.94,28.0,32.0,6.436266600364495,5522.884615384615,Fast Moving
CBT,GL-00808,2024-06-04,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,16.0,88562.86,201.0,RAJAPRABHU,73037.0,14.0,16.0,17.53089274668862,5535.17875,Slow Moving
CNI,GL-01589,2024-06-04,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,16.0,86734.5,65.0,RAJAPRIYA,3750.0,14.0,16.0,95.67646092385384,5420.90625,Slow Moving
CBT,GL-00821,2024-06-05,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,12.07,67749.54,66.0,THANGARAJ,3750.0,10.0,12.0,94.46490706800371,5613.052195526097,Slow Moving
CNI,GL-01619,2024-06-05,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,8.15,46394.7,66.0,GOWTHAM,3750.0,6.0,8.0,91.9171801951516,5692.601226993865,Slow Moving
CBT,GL-00838,2024-06-06,A,22KT,G CHAIN,MACHINE MADE,MC KA,24.0,1.0,16.05,89038.35,94.0,JAYADHARSHINI,3750.0,14.0,16.0,95.78833165708933,5547.560747663551,Slow Moving
CNI,GL-01661,2024-06-06,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,11.96,65592.33,3.0,KARTHICK,62256.87,10.0,12.0,5.085137240893865,5484.308528428093,Fast Moving
CBT,GL-00875,2024-06-08,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,12.01,66625.03,69.0,THANGARAJ,3750.0,10.0,12.0,94.37148471077612,5547.462947543713,Slow Moving
CBT,GL-00875,2024-06-08,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,16.1,88024.46,69.0,THANGARAJ,3750.0,14.0,16.0,95.73982049989287,5467.357763975156,Slow Moving
CBT,GL-00919,2024-06-11,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,7.91,41951.53,72.0,THANGARAJ,3750.0,6.0,8.0,91.0611126697882,5303.606826801517,Slow Moving
CNI,GL-01775,2024-06-11,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,16.2,89869.77,75.0,SANGEETHA,84503.76,14.0,16.0,5.970873186834693,5547.516666666667,Slow Moving
CNI,GL-01819,2024-06-13,A,22KT,G CHAIN,MACHINE MADE,MC KA,18.0,1.0,5.96,36749.89,134.0,VENKATESH,31248.0,4.0,6.0,14.971174063378148,6166.088926174497,Slow Moving
CBT,GL-00950,2024-06-14,A,22KT,G CHAIN,MACHINE MADE,MC KA,24.0,1.0,39.95,211750.45,74.0,RAVIKUMAR,201156.63,36.0,40.0,5.002974019653799,5300.386733416771,Slow Moving
